RG	TG	Weight
G69	G54	0.05903778723449473
G40	G63	0.058724613545262004
G50	G26	0.058623133059041786
G83	G87	0.05818594486458433
G70	G45	0.057447062636413804
G12	G2	0.05731691621703835
G76	G46	0.057231122831105125
G81	G7	0.056939657203835675
G6	G27	0.05669811816563688
G6	G2	0.0566270129211574
G80	G96	0.05662241056256946
G46	G89	0.056506940721857066
G49	G94	0.056201351064340974
G61	G92	0.05603443115054754
G39	G29	0.05599149405015256
G67	G65	0.05541417605153488
G12	G29	0.05539913754350615
G13	G2	0.055329672482162105
G74	G92	0.05522994700277811
G17	G81	0.05488979796247596
G83	G43	0.05488882968028701
G10	G36	0.05480998455839974
G34	G7	0.054754465213083615
G50	G77	0.05470371941903593
G71	G42	0.054671927962520094
G86	G64	0.054381138312324065
G75	G19	0.0543699336314358
G4	G88	0.05427267500754997
G28	G58	0.05387739571840323
G42	G73	0.05378705188900736
G60	G10	0.05371413102521918
G99	G76	0.05352306576248128
G42	G61	0.053521877669431596
G37	G61	0.053511279881796284
G33	G79	0.05346027685951214
G96	G5	0.05344662695975419
G30	G72	0.05342794352251358
G76	G78	0.0523327502053501
G98	G9	0.05229065161882093
G84	G74	0.05157590478763897
G43	G4	0.05089997722816654
G94	G49	0.05046070897172934
G63	G5	0.05040020142583388
G26	G50	0.05006779913685782
G36	G3	0.04991898882180986
G8	G47	0.049468015162711466
G5	G21	0.04944794753212711
G73	G22	0.04935913238841917
G65	G68	0.04909612023722517
G99	G14	0.049069144389855796
G10	G96	0.049045627385831625
G99	G100	0.048980317698495424
G85	G96	0.048560720241859694
G42	G87	0.048539888339600115
G99	G77	0.048394431810131915
G99	G51	0.0482349880064777
G96	G80	0.048234873565909706
G28	G44	0.0479491257526177
G69	G48	0.04774599339451231
G6	G64	0.047690081077660436
G71	G94	0.04758700340232849
G72	G67	0.04750590759429971
G96	G59	0.04739770645154978
G20	G84	0.04737516116400497
G57	G51	0.04695780063407706
G27	G60	0.046683309356609574
G33	G67	0.04667208527112513
G91	G27	0.04662829379484559
G67	G13	0.046586681307474
G15	G96	0.04658357453681157
G52	G69	0.04650216068986974
G43	G59	0.04640828408345363
G70	G44	0.04606936156368824
G80	G18	0.04598059174311371
G6	G91	0.04553815633000102
G93	G52	0.04516284490677615
G37	G47	0.04510731476402239
G56	G74	0.04507905697059438
G25	G84	0.04505024058487535
G59	G94	0.04501175714596817
G12	G6	0.04484371195254834
G49	G29	0.04484195074031996
G15	G78	0.04471278647495255
G8	G89	0.044557630691047186
G37	G92	0.04451755559958917
G11	G56	0.044444547672756275
G51	G8	0.04433196887538499
G52	G93	0.04423409994828858
G15	G65	0.0438101832099302
G90	G97	0.04376759059143373
G20	G33	0.043474912364089
G60	G50	0.04336834214650226
G50	G11	0.043120571592504264
G58	G41	0.04309445153943919
G40	G24	0.04307645647576837
G17	G61	0.043044338955118715
G2	G7	0.04278861912016743
G54	G84	0.04275219888111088
G24	G39	0.04265186001394248
G81	G12	0.04252458710871976
G77	G50	0.04222753373443887
G75	G3	0.04221477640869956
G99	G40	0.0421526633436846
G6	G56	0.04213232210464585
G61	G46	0.042052459647557626
G79	G72	0.04189460633914669
G74	G71	0.04188271332986206
G71	G91	0.041809929248790415
G99	G2	0.04179710783165946
G97	G2	0.04173596079585945
G68	G65	0.041717799058901855
G48	G98	0.041583208300853304
G12	G8	0.041314811414365264
G63	G33	0.041208906012062126
G14	G66	0.041173593166262845
G24	G37	0.04100738008580662
G31	G30	0.04079994309386646
G89	G82	0.04075663286664501
G93	G54	0.04054821279851085
G43	G56	0.040364742440805006
G89	G54	0.04025508487821058
G9	G16	0.0401786002117699
G16	G9	0.040137634520727876
G87	G31	0.04010029209155749
G99	G27	0.039746110003625705
G2	G32	0.03969773814887257
G27	G90	0.03963102149307747
G35	G78	0.039419069054861096
G70	G38	0.03941884067607078
G7	G46	0.03940486383764517
G49	G68	0.03932418388962006
G60	G53	0.03930384223347506
G72	G49	0.03930051149829036
G57	G9	0.03921141251563216
G13	G77	0.03891960566570296
G84	G59	0.03882841437585644
G69	G100	0.038795789339817026
G64	G42	0.038786567621585125
G27	G16	0.038545101721944044
G64	G96	0.03848835571915781
G8	G19	0.038174941994754616
G90	G70	0.0380882581153269
G41	G93	0.03804710587227826
G28	G6	0.037803492732316764
G47	G52	0.037787281016361994
G64	G30	0.037641808686249785
G16	G79	0.037622100653369614
G37	G36	0.037433416288015324
G21	G15	0.03728640106547462
G18	G21	0.037247246562294875
G86	G16	0.03723294550015864
G12	G28	0.03721703495688007
G22	G9	0.03708130482261846
G7	G32	0.03701406048404248
G8	G73	0.037010862648894804
G22	G59	0.03698783950749711
G44	G70	0.03694977849662468
G38	G97	0.036925234063797836
G14	G69	0.036869678256619964
G92	G25	0.03680661265711533
G89	G46	0.036558505525176525
G61	G5	0.03655129418781566
G83	G38	0.036520451666447296
G77	G36	0.036517010684958495
G18	G36	0.03643285584582246
G99	G52	0.0364020036333068
G47	G41	0.03636582518601718
G81	G23	0.036361903126001745
G58	G28	0.036167119302934335
G32	G53	0.0360759051332272
G42	G35	0.036007186830481534
G15	G89	0.03592891722575145
G59	G54	0.03566686537735128
G59	G22	0.035357870911788
G78	G65	0.03522748135462429
G20	G42	0.03517873438296182
G61	G85	0.035123047199512716
G6	G69	0.03476903429649172
G71	G85	0.03470496036739197
G61	G88	0.034602705369050794
G11	G75	0.034559410871508024
G3	G73	0.03452390574152698
G85	G16	0.03451022586420208
G78	G100	0.0345029945530839
G25	G49	0.03443522946585652
G47	G8	0.03427150274925177
G40	G80	0.03419403739975745
G81	G85	0.0341811798934306
G7	G34	0.0340116960428746
G13	G67	0.03377824137082193
G9	G29	0.03375288002476464
G33	G20	0.03374173143316313
G14	G10	0.03364072802122727
G42	G31	0.033613713908943264
G31	G71	0.03359097552831204
G38	G7	0.03358821172119538
G22	G88	0.033586386788169297
G78	G35	0.033571631953053425
G86	G49	0.033525334461072885
G93	G55	0.033492237777267495
G58	G6	0.03348395749120134
G92	G31	0.03342201261984791
G66	G68	0.0334176043763275
G51	G99	0.03340325117853519
G59	G96	0.03326826649933122
G51	G15	0.033120517035747164
G26	G22	0.0330796502267139
G10	G3	0.03300022950413331
G27	G79	0.03299672775983927
G64	G13	0.03286832055506958
G75	G28	0.032807159345688536
G13	G52	0.03278142968090364
G47	G93	0.03274862817791821
G6	G28	0.03257656225982253
G35	G58	0.032412030303852736
G91	G95	0.03240440109385998
G18	G97	0.032383359341436165
G40	G92	0.03232044784306677
G16	G27	0.032304974552239976
G47	G65	0.032289465476384255
G38	G70	0.03225315004986426
G72	G55	0.03207753934446344
G4	G55	0.032043270787073384
G66	G49	0.03202305990791327
G23	G9	0.031960400686581084
G9	G80	0.03193512153905825
G74	G27	0.03187978464581033
G79	G16	0.03184051209392254
G53	G96	0.031765061868924326
G44	G28	0.03167843468265325
G6	G55	0.031676182814616705
G77	G19	0.03158580032198795
G80	G33	0.03157518983570531
G51	G65	0.03146660845284484
G63	G7	0.031323184622824754
G24	G40	0.031242117916784305
G77	G58	0.031147461699351845
G44	G41	0.031031867294389
G17	G73	0.03099982868086191
G13	G14	0.030910218217423364
G88	G4	0.030907882619914416
G14	G64	0.030845541216085532
G25	G6	0.03081610247537861
G31	G87	0.030747119147816714
G80	G16	0.030648737337564676
G22	G54	0.030610449448909834
G17	G57	0.03058060527404812
G78	G28	0.030520832430080604
G17	G2	0.030445215881372476
G45	G20	0.030443730900307785
G36	G48	0.03043491576570509
G87	G100	0.03041398408824454
G8	G12	0.030373713487406202
G66	G31	0.0303614527311986
G9	G85	0.030353229029869026
G22	G73	0.030287107748969536
G41	G47	0.030236280243166373
G58	G9	0.030235945166836923
G96	G49	0.030223349795444325
G54	G52	0.030196420930910472
G40	G17	0.03017630924027312
G65	G89	0.030125697780610437
G19	G45	0.030094327677197056
G50	G59	0.03002923820829817
G30	G31	0.030019798424577086
G41	G59	0.029890424696070884
G10	G44	0.029832820185662863
G99	G66	0.029816499411523353
G46	G31	0.02979832834987261
G37	G22	0.029756610377574075
G91	G20	0.029686845689821703
G13	G6	0.02958515265211734
G87	G86	0.029581041907950287
G28	G83	0.029554813054323326
G28	G35	0.029399528122010445
G57	G27	0.029316295278889303
G28	G12	0.0292928365557947
G54	G22	0.029186825711001715
G64	G45	0.029180182931307235
G83	G86	0.02916084294325354
G20	G90	0.02909773202883783
G33	G31	0.029022214789886362
G87	G83	0.028947560883815872
G100	G87	0.02890669120053619
G10	G60	0.02887472317745561
G86	G48	0.028648160516271858
G21	G85	0.028588057164683676
G36	G38	0.02847814840549552
G36	G80	0.02837488984773014
G93	G57	0.02835860004287502
G10	G14	0.028304151781909842
G21	G5	0.028247796166331978
G81	G14	0.028191590267651456
G57	G87	0.028171230384879443
G16	G38	0.028007602605606304
G69	G3	0.02800628655759846
G42	G64	0.027929007850350854
G18	G66	0.02792442836548056
G46	G75	0.02790758879310561
G6	G82	0.027863820660900675
G57	G17	0.02783155540126217
G98	G19	0.027799949789751602
G34	G56	0.027776686974326146
G86	G88	0.0277429739859187
G91	G13	0.027737902172315542
G83	G58	0.027721953916265772
G94	G82	0.027698140168659503
G89	G80	0.02757001099235963
G62	G53	0.027552221557746583
G39	G53	0.027538762327108175
G68	G2	0.02734337938355383
G65	G3	0.027304905792749076
G60	G97	0.02729242790693176
G86	G81	0.02726268539178506
G47	G53	0.02724523308569837
G33	G80	0.027163609906695904
G99	G72	0.026995911633834333
G45	G59	0.026966484086111783
G42	G17	0.02692002730341185
G65	G78	0.026885133301741942
G22	G32	0.026850902312231667
G14	G71	0.02681642266505095
G46	G9	0.02678600611347502
G24	G26	0.02672208478693704
G74	G89	0.02672145684165096
G45	G26	0.026667279524261525
G67	G63	0.02664802719967986
G4	G32	0.02663995139079717
G93	G76	0.02661559947302517
G6	G24	0.026611600854714878
G99	G47	0.02658480544425926
G59	G50	0.026572459595875304
G7	G18	0.02653893304831553
G61	G12	0.026443181011641108
G13	G62	0.02635548199429344
G27	G74	0.02631202642424198
G64	G99	0.026294378687375646
G46	G36	0.026278972664369564
G61	G91	0.02627213677729409
G7	G19	0.026188087941444414
G44	G79	0.026167433845832613
G51	G14	0.026166989339551455
G91	G66	0.026153094721175888
G42	G30	0.026147607221551628
G49	G93	0.026112248560330283
G94	G72	0.026107217582541812
G81	G34	0.02602802596213784
G76	G6	0.02600975719341168
G36	G18	0.025878725468162094
G90	G19	0.025815118957853992
G75	G70	0.025753130128017953
G63	G61	0.025714880992426404
G95	G59	0.025583138290486977
G8	G25	0.025431464492018017
G24	G11	0.02540698038461714
G61	G11	0.02540655489415966
G46	G34	0.025393982656879283
G5	G18	0.025366313662762104
G33	G42	0.02535930498026485
G37	G24	0.025293663645397414
G32	G94	0.025243072631156757
G40	G75	0.025223710039727613
G61	G54	0.025183909283224677
G25	G30	0.025145440622202767
G70	G30	0.02514373747317612
G66	G44	0.025140105201525455
G86	G58	0.025114301157151766
G3	G14	0.025083445516004065
G63	G6	0.025055041560958027
G31	G85	0.02503792098712704
G25	G8	0.02502927348439797
G98	G48	0.025002216878593192
G89	G36	0.02499160882964583
G24	G43	0.02497944424934327
G24	G7	0.02493512141965489
G31	G47	0.024883976606648085
G38	G80	0.024856346997424634
G34	G65	0.02485022653483261
G99	G58	0.024839307527338948
G88	G16	0.02479609925044598
G98	G14	0.02479278844936431
G7	G81	0.02476371303981991
G59	G70	0.024756887043259006
G64	G19	0.024672925559375128
G52	G95	0.024602875183295174
G76	G95	0.024591993129318784
G28	G2	0.02445339719596444
G87	G70	0.02444537667237149
G74	G17	0.024394203418899734
G26	G15	0.024369878585676442
G64	G88	0.024356622950569423
G85	G21	0.024355614444331836
G81	G58	0.02429534754535747
G78	G75	0.02428471259477963
G60	G86	0.02426018178258116
G8	G86	0.024254380982794452
G76	G58	0.024231553167004607
G54	G89	0.024217901191839725
G59	G37	0.024216755577913786
G31	G66	0.02420944063110576
G61	G22	0.024203487858076324
G3	G95	0.024200054203385977
G99	G6	0.024165197147291723
G3	G75	0.024129155283115412
G96	G53	0.024119075787008667
G64	G61	0.02410195917741631
G42	G71	0.0240905925433274
G18	G46	0.024081321852930902
G90	G68	0.02403322870480813
G54	G95	0.02398769668025542
G51	G94	0.023987280949031204
G32	G26	0.02395868820008371
G42	G49	0.02393987771491946
G96	G10	0.02393855502292736
G72	G73	0.023934662378874483
G63	G96	0.023880625907703363
G79	G33	0.023838859851762595
G18	G7	0.023833241988940938
G39	G24	0.02380062635719007
G2	G97	0.023785365222466718
G32	G38	0.023757965636061966
G21	G12	0.02375198497357002
G64	G41	0.023641587397705884
G34	G33	0.02362691759936452
G76	G2	0.023541868142759
G87	G85	0.023492212058213727
G8	G75	0.023479412205450325
G38	G36	0.023432194637979395
G93	G50	0.023383661677562437
G9	G27	0.023369548966956814
G53	G26	0.02325429862743641
G18	G34	0.02323704264122633
G47	G33	0.02323618562110964
G55	G68	0.02323341930097577
G85	G7	0.02318983202900112
G96	G4	0.023170776906612095
G54	G59	0.023153053439056357
G59	G100	0.023097501377515955
G45	G31	0.02306910294096679
G86	G55	0.023037030656802404
G11	G34	0.02298023778334586
G79	G73	0.02296884669673634
G5	G49	0.022957552941151236
G2	G95	0.02287304231533377
G5	G2	0.022866569448988922
G40	G25	0.022844992701072143
G90	G18	0.022780131947962478
G92	G86	0.022775951518494625
G96	G37	0.02275228329908244
G47	G78	0.022707997107568753
G97	G23	0.02269335389595267
G35	G52	0.02268444672414735
G84	G54	0.02265365214843401
G33	G34	0.022649387295639943
G68	G95	0.022646559948063454
G74	G43	0.02264251439650904
G55	G1	0.022637944101448745
G61	G18	0.022630117231446995
G35	G28	0.022603715545628122
G38	G21	0.022576659198428516
G71	G87	0.022576546735188913
G89	G74	0.022515945130470668
G88	G1	0.022409735435553798
G29	G39	0.022388940230325206
G84	G4	0.022364707491001126
G29	G54	0.022351755481670024
G65	G67	0.022287478590597678
G52	G17	0.02226136130183453
G4	G75	0.022248926883153577
G41	G8	0.022236942258180008
G17	G74	0.02222494976670948
G28	G49	0.022135052214037557
G48	G81	0.0221318384112804
G14	G20	0.022124436147566626
G83	G6	0.022116736916134753
G63	G60	0.02210300087747027
G97	G4	0.02208477455806351
G4	G16	0.022003943543028145
G51	G60	0.021982631051792306
G86	G41	0.021963115628577404
G43	G85	0.021774299263287424
G80	G89	0.021774225632103617
G64	G55	0.021662254641310635
G4	G43	0.02164279719526838
G79	G35	0.02164096556754975
G56	G43	0.021628927444533985
G72	G94	0.021625628109727256
G39	G44	0.021609446590163416
G34	G46	0.021600007529765645
G64	G6	0.021379716370499596
G5	G68	0.02134952852487349
G71	G66	0.021334157892788124
G63	G97	0.02131425020243334
G10	G26	0.02130357088608178
G14	G99	0.021292707094829704
G24	G53	0.021275308451567304
G1	G90	0.021252517087004284
G10	G9	0.021237356682192277
G66	G27	0.021222870950407154
G4	G21	0.02121441572339536
G13	G78	0.021196908371246857
G5	G39	0.021187140120662702
G15	G38	0.02115231543475453
G17	G98	0.021129047671840647
G22	G33	0.021117472174161826
G43	G22	0.021113140089457135
G27	G9	0.021090441324564727
G87	G22	0.021061409357906343
G6	G17	0.021048771983977626
G84	G1	0.020988994519243825
G46	G26	0.020959608540420293
G60	G72	0.020923997353040326
G12	G25	0.020916478720594375
G32	G65	0.020896735985509503
G98	G5	0.02088381879317564
G30	G86	0.020878405762555022
G27	G57	0.020852769806612825
G10	G34	0.020846838790523452
G6	G59	0.020819577656871664
G62	G9	0.020812128796541908
G97	G18	0.02080959141765834
G67	G94	0.020782643948482428
G70	G75	0.020761163547035513
G34	G19	0.020757610739692425
G13	G22	0.020753608536854727
G83	G92	0.02073845265099203
G31	G42	0.020734479586067733
G40	G90	0.020720708426358803
G77	G23	0.02070897668942216
G72	G79	0.02070556250244368
G99	G96	0.020696690989219696
G62	G50	0.020677533079086912
G23	G71	0.020638223424377704
G99	G69	0.020620211460579265
G92	G52	0.020617575354595904
G29	G38	0.020611507589795932
G17	G6	0.020602757664219443
G58	G44	0.020597043992333378
G23	G20	0.020575826354806197
G100	G29	0.020570791954287043
G60	G67	0.02054048639289724
G8	G29	0.020527152861854747
G48	G41	0.02049565917860549
G91	G17	0.02048771869297646
G71	G53	0.020485069135878223
G38	G29	0.020448601736956513
G39	G97	0.020425977072587757
G76	G43	0.020398455797632813
G64	G85	0.0203847834488711
G51	G66	0.02033133093144245
G31	G68	0.020319443541642328
G29	G45	0.020319138995705834
G47	G54	0.02030296361261549
G85	G71	0.020295266608413243
G100	G88	0.020284205789419724
G63	G46	0.020279410861734366
G79	G57	0.02027760987609535
G23	G94	0.020246974305071892
G11	G74	0.020246175435051524
G83	G44	0.020243729726449528
G80	G95	0.020238149793874616
G41	G99	0.020234333793585736
G46	G60	0.02021262605081812
G5	G97	0.020171756831641078
G19	G44	0.020136259859741653
G36	G5	0.020131945813354323
G58	G35	0.02012713445496542
G88	G79	0.020097724088701585
G15	G21	0.020086993193782703
G14	G52	0.02007517695704246
G14	G93	0.0200176579563602
G76	G90	0.019952150494202795
G59	G43	0.019913702119495252
G19	G16	0.01988493018866022
G43	G30	0.019871616775742718
G7	G63	0.01985693336391261
G47	G40	0.019852664906963677
G33	G27	0.01983985521785101
G32	G68	0.019839212320723602
G47	G31	0.019836927626787272
G41	G44	0.019824370524543226
G65	G5	0.01981255543967198
G16	G80	0.019806392953709014
G70	G52	0.019798555034919403
G32	G16	0.019783421553120885
G21	G18	0.019782409238567746
G7	G44	0.019777509528785653
G62	G57	0.01974947417632238
G80	G60	0.019747560076868332
G82	G43	0.019729159923218935
G14	G19	0.019724494474676817
G72	G30	0.019717225265818154
G6	G83	0.019699602932708952
G52	G5	0.019635345384721666
G47	G68	0.019634952480927715
G9	G17	0.019623027565489046
G93	G6	0.019621803650168523
G31	G35	0.019609280830821373
G28	G75	0.019604122591600805
G22	G98	0.019581942193939102
G47	G5	0.019559381060898186
G4	G65	0.01954166303102172
G75	G26	0.019516492528592316
G24	G5	0.019503889540396026
G51	G95	0.019484335998095185
G17	G65	0.019448346794619067
G89	G65	0.019444176341090528
G19	G80	0.01940186510790693
G16	G85	0.01937326858609133
G41	G86	0.01936821850655534
G4	G2	0.019338310824622715
G77	G68	0.01933457366839033
G31	G49	0.01932215418221789
G91	G58	0.019300456886506466
G63	G20	0.019295270338007427
G85	G43	0.019269632641060463
G61	G64	0.019268454989481217
G51	G40	0.01924615732539848
G94	G34	0.019199562936416784
G60	G46	0.019190803554793568
G26	G79	0.019181809142826394
G75	G46	0.019168243359861205
G45	G28	0.019163994457487607
G6	G94	0.01915175582483865
G77	G22	0.019138483544548685
G16	G47	0.019120367689551433
G30	G25	0.01910126191364303
G56	G6	0.019098544185107005
G36	G1	0.019025235502711124
G60	G9	0.019018819317811356
G25	G86	0.01899377008454077
G27	G68	0.018977467896150513
G42	G20	0.018953389237576248
G32	G59	0.018944099960659065
G59	G49	0.018932403542265688
G23	G13	0.01893045669545629
G85	G49	0.018906174014886118
G84	G34	0.018867260104051733
G26	G3	0.018866989456138922
G36	G16	0.01884555657584045
G92	G40	0.018842770282234994
G81	G86	0.018829778013873057
G1	G40	0.018828640418808724
G61	G65	0.018828304311423395
G8	G68	0.018803825442943574
G88	G21	0.018776731386859535
G90	G10	0.018757276559975385
G70	G5	0.018757156212679198
G32	G35	0.018756955425254906
G12	G82	0.018755391227129714
G3	G92	0.018733146125932982
G43	G83	0.018730334032285516
G20	G72	0.01872490936678713
G43	G44	0.01871651339813369
G7	G36	0.01868173890491625
G14	G97	0.018670560542229236
G99	G64	0.01866028834127318
G54	G99	0.018634961839618724
G58	G77	0.01861738307910342
G50	G100	0.018616532155489505
G40	G96	0.018612347451195825
G5	G36	0.01860266510268135
G23	G1	0.018558754168704936
G9	G57	0.018556193063402327
G100	G35	0.01854788656324298
G61	G66	0.01853339609852415
G20	G85	0.01853130908843026
G17	G58	0.018475793842471677
G36	G37	0.018400528125241893
G65	G51	0.01838310971437618
G28	G93	0.01837606037072217
G37	G33	0.018372746866047344
G71	G79	0.018361886919153345
G64	G87	0.01835962400601398
G12	G45	0.018350408415127195
G43	G24	0.018347529582637294
G72	G35	0.018347102859431867
G38	G2	0.018342480385960824
G64	G100	0.01834187116961599
G35	G98	0.018337430033043202
G2	G38	0.018332016334810516
G43	G19	0.018306990707786606
G85	G44	0.018304924176505324
G22	G26	0.018303198833710108
G87	G33	0.01830004425737105
G75	G38	0.01828110139935998
G57	G53	0.01827944564154963
G65	G26	0.018274406879772786
G1	G25	0.018248083120397333
G1	G87	0.01819359700653674
G39	G15	0.018178691434019283
G81	G35	0.01817086021725162
G43	G26	0.018170565887441887
G54	G32	0.018169013211104982
G59	G39	0.018104665370070452
G69	G18	0.018096520772322384
G92	G74	0.018073395878916355
G56	G34	0.018067391280707515
G46	G30	0.01806267862124502
G52	G92	0.018048538517433443
G99	G36	0.018027784809231916
G35	G100	0.018013065967980645
G18	G98	0.01800614327425014
G24	G55	0.018003745131280023
G85	G97	0.017989790409105855
G3	G80	0.01796649122568174
G99	G45	0.01795812030772386
G94	G32	0.01795032533645528
G12	G81	0.0179418196688945
G46	G35	0.017938023912254276
G69	G84	0.017911859030540114
G97	G19	0.01791161058883689
G6	G26	0.017896897943788622
G34	G16	0.017885202519236976
G53	G94	0.017880755859893554
G58	G99	0.01788047951192851
G19	G8	0.017872218481867756
G37	G48	0.017863032097454754
G51	G13	0.017857680767615326
G61	G89	0.017849660289910432
G28	G1	0.01783720877243444
G15	G2	0.017831598760111908
G84	G45	0.017831327425076326
G75	G89	0.017827884098912394
G44	G46	0.017824220539232757
G4	G34	0.01781625753967853
G81	G21	0.01781321003285759
G21	G59	0.017799367546399606
G59	G19	0.017799287486812008
G36	G4	0.017764189965142653
G32	G7	0.01775450967041832
G66	G39	0.017735835079914768
G39	G4	0.017723849966136712
G79	G30	0.017681709683551785
G52	G35	0.01767400784512487
G58	G88	0.017667216301759832
G38	G5	0.017661396864768555
G31	G18	0.017649437642478956
G32	G95	0.017649318838248333
G66	G23	0.017647994466136813
G65	G34	0.017640514100376307
G20	G66	0.017639946163740542
G28	G30	0.017631801037638666
G94	G56	0.017616402530386936
G15	G28	0.0176076354717707
G49	G55	0.017599636503498495
G5	G38	0.017569213201130064
G85	G31	0.0175632619864282
G76	G73	0.0175468403808424
G43	G25	0.01754152762762055
G90	G21	0.017527437913560456
G99	G7	0.017520906734540494
G77	G44	0.017505184800418606
G4	G84	0.017498795456181562
G40	G71	0.0174955554997917
G88	G66	0.0174737362842545
G6	G47	0.01747294761062523
G93	G90	0.017469962829467223
G78	G76	0.0174568084405039
G10	G81	0.01745548094229935
G11	G98	0.017451450733736946
G100	G38	0.017437974978895692
G77	G13	0.017396546551003603
G89	G15	0.017396520625709042
