47	95
47	59
47	73
47	63
47	83
19	47
22	47
47	65
11	47
47	58
24	47
47	99
47	98
27	47
47	94
33	47
47	78
47	92
44	47
47	82
47	93
31	47
1	47
8	47
47	47
47	91
47	96
15	47
94	99
42	99
98	99
32	99
52	99
16	99
90	99
60	99
80	99
34	99
58	99
14	99
56	99
30	99
78	99
99	99
64	99
27	99
49	99
8	99
29	99
71	99
97	99
12	99
38	99
5	99
7	99
89	99
36	99
87	99
39	99
68	99
37	99
75	99
21	99
15	99
19	99
73	99
53	99
61	99
13	99
91	99
74	99
76	99
23	99
25	99
45	99
57	99
47	99
63	99
12	72
4	72
40	72
2	72
42	72
47	72
70	72
72	73
58	72
16	72
72	74
72	82
44	72
72	80
39	72
46	72
8	72
9	72
72	90
72	99
27	72
21	72
72	87
33	72
72	79
3	72
52	72
38	72
5	72
28	72
59	72
26	72
49	72
72	78
51	72
72	86
25	72
7	72
48	72
43	72
72	84
1	72
63	72
66	72
50	72
35	72
61	72
68	72
72	93
29	72
24	85
24	92
24	36
16	24
6	24
24	45
24	97
0	24
7	24
24	71
24	67
20	24
24	57
5	24
24	80
24	38
14	24
24	24
24	42
24	65
24	64
24	87
24	91
21	24
24	31
24	49
24	78
24	82
24	79
24	66
24	33
8	24
10	24
24	29
24	26
24	75
24	56
3	24
24	74
24	46
24	72
24	73
1	24
24	41
24	43
12	24
24	84
24	59
24	88
24	28
6	80
22	80
49	80
56	80
55	80
71	80
52	80
25	80
80	90
70	80
33	80
29	80
35	80
80	86
11	80
64	80
41	80
8	80
80	81
80	80
59	80
78	80
19	80
15	80
61	80
80	97
80	85
27	80
14	80
79	80
42	80
80	92
68	80
18	80
30	80
32	80
24	80
76	80
17	80
10	80
80	91
80	95
5	80
62	80
31	80
66	80
43	80
80	83
12	80
53	80
3	38
38	83
38	41
38	49
25	38
38	93
6	38
38	62
38	86
38	65
26	38
38	53
38	43
38	45
38	96
38	71
14	38
38	84
19	38
16	38
15	38
27	38
38	60
2	38
38	48
38	68
34	38
36	38
4	38
38	74
38	89
38	47
38	46
20	38
31	38
38	67
38	52
38	76
29	38
28	38
38	57
38	66
38	55
38	98
38	92
38	42
8	38
1	38
17	38
38	38
